Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
ko02010,-0.29037007163917633,inf,,0.6916907282643567,512,394,K16917;K09996;K08711;K23187;K10538;K07122;K10195;K19230;K10013;K06073;K11953;K17209;K23228;K10109;K06858;K10554;K09999;K10110;K19229;K23227;K02471;K18232;K11604;K23186;K10001;K10016;K10108;K23185;K10107;K15551;K09997;K09688;K17062;K10003;K18895;K02196;K10002;K10537;K11607;K19227;K10014;K19976;K19975;K11084;K06726;K06159;K02002;K10015;K19228;K11605;K15554;K02000;K23188;K09998;K11074;K06074;K09971;K16961;K10544;K11606;K02001;K23184;K19079;K12292;K19226;K15553;K10000;K13409;K08712;K07323;K17074;K05773;K19349;K13892;K02195;K17210;K02048;K23181;K11601;K11075;K10541;K16013;K09808;K12369;K10004;K17076;K02193;K07091;K09695;K02066;K09814;K10829;K05776;K10233;K11076;K11720;K17073;K02067;K16012;K19973;K10543;K02194;K09970;K05845;K17244;K09810;K16916;K02063;K18216;K23183;K10545;K05847;K16907;K02065;K09969;K10017;K23182;K10539;K05846;K11070;K17214;K10558;K17207;K02045;K17063;K10542;K18889;K15555;K02064;K23064;K15585;K13893;K17246;K10540;K02042;K02012;K17325;K09694;K15586;K10234;K06861;K11069;K13894;K10237;K09816;K23163;K11085;K09817;K15587;K06857;K02041;K02046;K18890;K13895;K02047;K03523;K13896;K12371;K10189;K11071;K11072;K11960;K17234;K09689;K09690;K16201;K12372;K18231;K16921;K09692;K10824;K15584;K23057;K15579;K10556;K17319;K10111;K10190;K15497;K20344;K17320;K23060;K10439;K02044;K19083;K17318;K10192;K12370;K17215;K02062;K09697;K10831;K11952;K11631;K05816;K20490;K20491;K10562;K02020;K09815;K10441;K10555;K02011;K10823;K02010;K18893;K10025;K20492;K10199;K10242;K09811;K02017;K09691;K09972;K15583;K10551;K10200;K18217;K10202;K02037;K19340;K02040;K02018;K12536;K18104;K10201;K11004;K02007;K15772;K05814;K16905;K10440;K02036;K17204;K02038;K15578;K09693;K10112;K17077;K05815;K09696;K10550;K05772;K10198;K10188;K10194;K23059;K10119;K16963;K19309;K20460;K07335;K20459;K14698;K15582;K10241;K17242;K15770;K17206;K10553;K18230;K17236;K11051;K19310;K11073;K12541;K17245;K20461;K18888;K12368;K10010;K10830;K13890;K15581;K17324;K17235;K09812;K16785;K17316;K10118;K17240;K16786;K13889;K10023;K02006;K05658;K16787;K10559;K02009;K11050;K02008;K14699;K10117;K15771;K18887;K10193;K10039;K10547;K19972;K10232;K10546;K05685;K16906;K10040;K10560;K01995;K01996;K10041;K01997;K01999;K17213;K05813;K16202;K19971;K11080;K10561;K15580;K01998;K16200;K11603;K02073;K11708;K13891;K02071;K10548;K10094;K23058;K10235;K10549;K15577;K10009;K02072;K05665;K19350;K10238;K02424;K17203;K11959;K11958;K15552;K17331;K10019;K10038;K18892;K16962;K17314;K17243;K06160;K10021;K10557;K17202;K11957;K17241;K18891;K11963;K17328;K10036;K11707;K17315;K16960;K16915;K10037;K16199;K11961;K17327;K16920;K10191;K10007;K17326;K16014;K10008;K16784;K10006;K11709;K11710;K11962;K15599;K11602;K10005;K15600;K17317;K17329;K15598;K17238;K17330;K10228;K16959;K16958;K16957;K10240;K11706;K11705;K11704;K16783,K17235;K09812;K16785;K17316;K10118;K17240;K16786;K13889;K10023;K02006;K05658;K16787;K10559;K02009;K11050;K02008;K14699;K10117;K15771;K18887;K10193;K10039;K10547;K19972;K10232;K10546;K05685;K16906;K10040;K10560;K01995;K01996;K10041;K01997;K01999;K17213;K05813;K16202;K19971;K11080;K10561;K15580;K01998;K16200;K11603;K02073;K11708;K13891;K02071;K10548;K10094;K23058;K10235;K10549;K15577;K10009;K02072;K05665;K19350;K10238;K02424;K17203;K11959;K11958;K15552;K17331;K10019;K10038;K18892;K16962;K17314;K17243;K06160;K10021;K10557;K17202;K11957;K17241;K18891;K11963;K17328;K10036;K11707;K17315;K16960;K16915;K10037;K16199;K11961;K17327;K16920;K10191;K10007;K17326;K16014;K10008;K16784;K10006;K11709;K11710;K11962;K15599;K11602;K10005;K15600;K17317;K17329;K15598;K17238;K17330;K10228;K16959;K16958;K16957;K10240;K11706;K11705;K11704;K16783
ko02024,-0.2189323811475126,inf,,0.6916907282643567,282,129,K11530;K11531;K18307;K20333;K07781;K02402;K02490;K14051;K02403;K20482;K07782;K07711;K20385;K20339;K08321;K07715;K07800;K12295;K20485;K20340;K01497;K20266;K11031;K20374;K07645;K20331;K09823;K12292;K12294;K20486;K12293;K20484;K10912;K20529;K01728;K02250;K18139;K12257;K10558;K03071;K01658;K14645;K20257;K07666;K13815;K03075;K15656;K10556;K07813;K20344;K20345;K03217;K20490;K20491;K20487;K03070;K03076;K10555;K10823;K20492;K01657;K07699;K03073;K15583;K10909;K07344;K03110;K20488;K03106;K11752;K03210;K12990;K10715;K10916;K07667;K14983;K06998;K15582;K20533;K15654;K03666;K07173;K15581;K14982;K20483;K20480;K20265;K07706;K20343;K20263;K01995;K01996;K09936;K01997;K01999;K07707;K01218;K01580;K02035;K15580;K01998;K02033;K01114;K02034;K01897;K20341;K02031;K20373;K20531;K01626;K02054;K13075;K02052;K10557;K02055;K02032;K11216;K02053;K12296;K20530;K20527;K20342;K10914;K20528;K20532;K20489;K15655;K01635;K20276,K20265;K07706;K20343;K20263;K01995;K01996;K09936;K01997;K01999;K07707;K01218;K01580;K02035;K15580;K01998;K02033;K01114;K02034;K01897;K20341;K02031;K20373;K20531;K01626;K02054;K13075;K02052;K10557;K02055;K02032;K11216;K02053;K12296;K20530;K20527;K20342;K10914;K20528;K20532;K20489;K15655;K01635;K20276
ko05020,-0.2579261313192607,inf,,0.6916907282643567,209,11,K03942;K00234;K04565;K09490;K02132;K03283;K02133;K04345;K02256;K00412;K00413,K02133;K04345;K02256;K00412;K00413
ko03420,0.5004892306476045,1.2822354472900648,0.14285714285714285,0.6933349374398461,47,13,K10844;K10754;K10841;K07466;K10747;K03723;K03702;K03657;K03703;K03701;K01972;K02335;K10843,K10844;K10754;K10841;K07466
ko00364,-0.589177038919212,-1.1040745446342224,0.0,0.6991219558374554,18,4,K01061;K01856;K05783;K05784,K01856;K05783;K05784
ko04728,-0.7346048165509022,-1.101588199909888,0.25,0.6998798020636581,84,2,K04345;K00274,K04345;K00274
ko00960,0.5855674151940271,1.2624977511860205,0.2857142857142857,0.7024703240295156,26,7,K00276;K01582;K00813;K00812;K00832;K00817;K11358,K00276;K01582
ko02025,0.4256623456147403,1.2711657929972455,0.14285714285714285,0.7040920331269288,90,47,K21024;K02658;K11903;K11902;K13491;K21021;K11901;K11900;K11893;K07689;K11895;K07678;K11891;K02657;K21023;K20973;K20976;K11907;K20968;K21020;K20977;K01658;K20974;K03563;K20257;K02660;K11890;K20971;K01768;K02398;K01657;K10941;K11912;K12990;K21019;K12992;K16011;K20997;K02405;K03651;K11444;K06596;K21011;K10914;K21012;K11915;K13490,K21024;K02658;K11903;K11902;K13491;K21021;K11901;K11900;K11893;K07689;K11895;K07678;K11891
ko04664,0.9382676147382032,1.2625169883120404,0.0,0.7086323444157393,47,1,K06276,K06276
ko00981,-0.843244990303811,-1.0978989449637802,0.42857142857142855,0.7087307410124725,18,1,K00128,K00128
ko04014,0.9561165947474927,1.2516941638727506,0.0,0.7100406099443636,180,2,K10632;K04345,K10632
ko03022,0.671865254941788,1.2540054428352718,0.14285714285714285,0.7128704656334008,36,3,K10844;K03124;K10843,K10844;K03124
ko05225,-0.6318693580557828,-1.0931211153157927,0.4,0.7131781773074857,116,3,K00799;K00355;K05692,K00355;K05692
ko00473,-0.6576649417852605,-1.089593407259809,0.25,0.7153338224504768,6,5,K01775;K14188;K01921;K03367;K00824,K01775;K14188;K01921;K03367;K00824
ko04010,-0.6536285760466066,-1.0876543137056,0.5,0.7158896373863358,235,2,K03283;K04345,K03283;K04345
ko04217,-0.5570269102066673,-1.0843647579449558,0.3333333333333333,0.7179750550256787,97,6,K17065;K04079;K00688;K01915;K00261;K03767,K00261;K03767
ko04510,-0.6828919690786226,-1.0933025871480802,0.2,0.719002201027146,149,3,K06276;K05692;K06237,K05692;K06237
ko00601,0.9324499030381385,1.2429317680004295,0.25,0.7195532427420976,27,1,K00709,K00709
ko00740,0.44678308861437505,1.2098687331002655,0.2222222222222222,0.7312743387299128,49,25,K00484;K05368;K02858;K14379;K00299;K03788;K20862;K01497;K19286;K01093;K21063;K09474;K20861;K14652;K00794;K00793;K14394;K04719;K11752;K11753;K19285;K21064;K22393;K14654;K22394,K00484;K05368;K02858;K14379;K00299;K03788;K20862;K01497;K19286;K01093;K21063;K09474;K20861
ko04660,0.9382676147382032,1.2100875364735297,0.2,0.7372683906867155,86,1,K06276,K06276
ko04668,0.862314156431804,1.2187749819178488,0.3333333333333333,0.7400117634477595,92,1,K17065,K17065
ko04142,0.5076729300412686,1.2131018400786975,0.25,0.7408373701137723,105,14,K01565;K01134;K14379;K13444;K01205;K12373;K01206;K01197;K01192;K01186;K01444;K01195;K01201;K01135,K01565;K01134;K14379
ko05417,0.6033526804514837,1.2025286057585103,0.5,0.7413869829343764,159,8,K06276;K08852;K09490;K04564;K04079;K09487;K04077;K03283,K06276;K08852
ko04213,0.5542878798960522,1.2006519940067977,0.2857142857142857,0.7433968559512351,58,8,K11121;K04565;K03781;K04564;K01768;K03695;K03283;K04345,K11121
ko00940,0.6748987280096264,1.218887942805217,0.0,0.7462303496952197,38,6,K03782;K00588;K03186;K05349;K01188;K05350,K03782;K00588
ko05226,-0.7926297074511858,-1.0731488072990119,0.75,0.7537439040179534,108,2,K05658;K08734,K05658;K08734
ko04750,-0.7344861021331585,-1.074011059123777,0.4,0.7581557862315946,68,1,K04345,K04345
ko00030,-0.28364497738564837,-1.0655108168796876,0.0,0.7599892770472374,85,58,K13810;K15916;K17464;K00117;K01690;K05774;K16370;K00090;K02446;K03841;K16305;K03738;K11645;K15778;K16306;K00895;K04041;K01623;K01839;K11532;K00850;K01619;K21071;K07404;K01808;K00615;K00034;K00874;K01625;K17465;K17467;K08093;K01783;K00036;K01835;K01810;K11529;K01624;K06859;K00948;K17466;K00033;K00616;K06151;K06152;K15779;K00131;K00852;K01057;K08094;K17468;K01621;K01807;K01053;K00918;K11441;K00851;K22199,K06151;K06152;K15779;K00131;K00852;K01057;K08094;K17468;K01621;K01807;K01053;K00918;K11441;K00851;K22199
ko04970,-0.7347235693501868,-1.0672540259784513,0.5,0.7613844389517697,64,3,K04345;K01539;K01176,K04345;K01539;K01176
ko05211,-0.7703619909502236,-1.0542184217315986,0.3333333333333333,0.7732393497027585,56,1,K01679,K01679
ko05162,-0.6535229476405925,-1.0563343491510666,0.3333333333333333,0.7732665180857985,117,1,K03283,K03283
ko04961,-0.7346048165509022,-1.056798530247437,0.6666666666666666,0.780630961115187,33,2,K04345;K01539,K04345;K01539
ko00780,0.5086321391290864,1.1763238812476655,0.2222222222222222,0.7841585570170748,23,15,K02170;K08351;K01906;K09789;K00647;K01935;K02169;K00208;K00652;K00833;K02372;K01012;K09458;K00059;K03524,K02170;K08351;K01906;K09789;K00647;K01935;K02169;K00208;K00652;K00833;K02372;K01012;K09458
ko05163,-0.7344861021331585,-1.0390946502057614,0.5,0.7882428466617756,192,1,K04345,K04345
ko04935,-0.7344861021331585,-1.0408396946564886,0.3333333333333333,0.7884039578830481,91,1,K04345,K04345
ko04912,-0.7344861021331585,-1.0422519062087943,0.5,0.7899686520376175,64,1,K04345,K04345
ko04911,-0.7346048165509022,-1.0472948852458244,0.5,0.7903317844623788,68,2,K04345;K01539,K04345;K01539
ko04550,0.9182288299935362,1.1710634789777403,0.0,0.7906097878284944,114,1,K14439,K14439
ko04927,-0.7344861021331585,-1.043468278870437,0.6666666666666666,0.7915620561766744,54,1,K04345,K04345
ko03040,0.5475984989707772,1.164120682892846,0.4,0.7919660377076945,123,6,K12733;K12823;K12856;K12811;K03283;K12858,K12733;K12823
ko05204,0.9086942469295414,1.1652437002652511,0.2,0.7957671639396856,29,1,K00799,K00799
ko00440,0.5089036755967628,1.156861616140887,0.2,0.7964462871103873,43,17,K06163;K06166;K06165;K09994;K06162;K06164;K05780;K00968;K06167;K03430;K05306;K01841;K09459;K20859;K03823;K00206;K19670,K06163;K06166;K06165;K09994;K06162;K06164;K05780
ko05032,-0.7344861021331585,-1.0325321459402972,0.2,0.7976288639713283,64,1,K04345,K04345
ko04016,-0.5228556641815467,-1.0054076365863083,0.6666666666666666,0.8016749279745181,54,3,K00940;K03781;K17686,K17686
ko00660,-0.3404739055249368,-1.006807378189703,0.5,0.8057202650854551,29,15,K10218;K11258;K01846;K09011;K19268;K04835;K01653;K01703;K01652;K01704;K00052;K01902;K18288;K01903;K01575,K01902;K18288;K01903;K01575
ko05202,0.8492243051066584,1.122246628836414,0.2857142857142857,0.8091482540627747,162,1,K12823,K12823
ko04144,-0.6759530506948656,-1.0073523060326475,0.5,0.8111057887620284,169,3,K03283;K12472;K12479,K12472;K12479
ko04062,-0.7344861021331585,-1.0188679245283019,0.5,0.81419030030106,162,1,K04345,K04345
ko04722,0.9382676147382032,1.1434479702616867,0.125,0.8148469241563746,90,1,K06276,K06276
ko00945,0.9261473820297351,1.1226615299226217,0.16666666666666666,0.8150116472081571,12,1,K00588,K00588
ko00910,-0.27326146870919166,-1.0081497374034896,0.75,0.8152971386647103,65,40,K02586;K00260;K15371;K00372;K00363;K00360;K00362;K01455;K02568;K03385;K00926;K02567;K15876;K02588;K00368;K05601;K15579;K00266;K00284;K01725;K22899;K00265;K00264;K01915;K01674;K15578;K00262;K00366;K00459;K01673;K02575;K00376;K15577;K01501;K00371;K00370;K00261;K00374;K02591;K04561,K02575;K00376;K15577;K01501;K00371;K00370;K00261;K00374;K02591;K04561
ko05014,-0.3616998171508027,-1.0199750251870507,0.3333333333333333,0.8185907046476761,280,14,K08852;K03942;K00432;K00234;K04565;K09490;K03781;K02132;K02133;K02256;K13525;K00412;K00413;K05692,K13525;K00412;K00413;K05692
ko04011,0.6484575406939761,1.126352216766268,0.3333333333333333,0.8196984279756176,91,5,K06276;K11233;K08294;K11231;K03781,K06276;K11233;K08294;K11231
ko04152,0.5274415615996404,1.1229070308950089,0.5,0.8204032981366606,84,7,K06276;K11262;K03234;K03841;K00021;K00850;K01596,K06276;K11262;K03234;K03841;K00021
ko02060,-0.30333337277164424,-1.008546195416999,0.5,0.8221483751240776,71,66,K08485;K02753;K17464;K08484;K11192;K10985;K11183;K02759;K02804;K02784;K02806;K20118;K00882;K19509;K19506;K02761;K02771;K10986;K10984;K17465;K17467;K19507;K02769;K02775;K02760;K02770;K02810;K02815;K02779;K02768;K19508;K02813;K02814;K02746;K02747;K02782;K02783;K08483;K02773;K02795;K02774;K02745;K20112;K02796;K02750;K02791;K11200;K02798;K17466;K02777;K02781;K02744;K02812;K20108;K02800;K02794;K02793;K02786;K02757;K02819;K02788;K03475;K02822;K02821;K20113;K20114,K02779;K02768;K19508;K02813;K02814;K02746;K02747;K02782;K02783;K08483;K02773;K02795;K02774;K02745;K20112;K02796;K02750;K02791;K11200;K02798;K17466;K02777;K02781;K02744;K02812;K20108;K02800;K02794;K02793;K02786;K02757;K02819;K02788;K03475;K02822;K02821;K20113;K20114
ko04360,0.9382676147382032,1.127232720683406,0.6666666666666666,0.823507883886453,128,1,K06276,K06276
ko02020,0.3361863900598855,1.1133868806972615,0.2,0.8235482836060314,495,368,K05877;K07688;K07683;K05876;K08475;K23236;K08476;K07796;K11614;K07686;K05966;K02658;K07781;K07690;K07703;K07786;K00424;K09476;K02402;K00405;K08478;K02490;K05339;K07810;K07639;K02403;K02488;K07679;K13491;K07637;K07643;K08350;K01545;K05875;K07676;K07702;K11616;K07771;K19641;K07700;K20482;K11525;K07701;K07782;K07689;K06080;K07660;K18324;K13041;K07772;K18326;K07711;K11615;K20339;K08348;K07792;K07641;K07648;K07675;K10001;K07647;K07678;K07687;K07673;K14987;K07803;K07674;K00404;K07715;K07640;K07800;K10003;K10002;K12295;K07661;K07663;K19611;K03776;K11712;K20485;K20340;K05874;K05964;K07677;K07784;K07795;K03532;K07714;K08349;K16692;K07806;K07708;K00066;K07709;K00247;K07165;K09475;K11692;K07645;K07811;K01113;K03533;K18323;K02657;K07773;K07650;K19079;K12292;K11690;K11103;K12294;K07783;K14979;K20973;K11233;K10943;K07672;K11357;K07798;K07787;K07705;K01547;K07644;K07777;K09474;K18352;K20486;K20976;K11626;K07696;K07717;K11601;K07685;K11354;K07684;K07710;K05338;K02106;K01548;K18987;K11231;K10004;K07656;K00425;K12531;K08641;K12293;K07712;K18347;K20484;K07638;K11384;K07693;K06281;K07642;K00689;K12340;K10912;K07662;K11443;K20977;K13587;K07694;K07789;K07788;K17061;K18345;K07659;K00426;K01425;K19081;K07797;K01546;K14988;K13040;K19692;K07713;K18322;K11689;K03092;K00626;K01991;K00246;K20974;K07636;K02668;K07769;K07260;K03563;K14989;K03620;K07666;K08357;K01035;K13924;K14986;K02660;K19691;K00575;K07719;K07664;K13815;K00692;K11329;K18344;K18094;K01791;K19609;K03412;K03408;K06282;K04771;K07716;K07720;K07718;K14978;K07813;K02406;K02556;K10681;K19083;K10697;K11526;K00027;K02584;K01644;K07658;K07770;K09697;K04751;K18350;K07646;K01643;K11631;K20490;K20491;K20487;K01910;K15739;K07657;K02398;K20492;K03407;K02313;K08083;K07699;K18349;K00245;K11356;K10941;K10909;K07793;K11635;K00244;K20488;K01051;K07704;K08358;K07665;K11520;K01179;K14188;K07774;K02040;K22501;K01915;K02667;K08479;K05597;K01104;K18348;K03406;K10715;K01646;K09696;K10916;K07649;K14980;K01034;K07667;K18095;K14205;K02472;K03413;K14983;K13584;K03415;K18941;K10682;K13927;K19610;K14981;K03739;K02405;K10126;K14982;K07775;K20483;K18346;K18856;K19078;K07706;K03367;K20263;K07653;K03740;K07651;K11691;K07668;K11444;K13599;K19082;K07671;K11630;K07707;K07669;K18986;K06596;K07652;K11603;K00373;K07799;K11521;K08082;K11711;K11629;K02489;K07695;K10125;K11328;K07778;K00412;K11617;K10942;K11618;K00413;K07670;K01467;K01077;K07794;K07654;K11383;K11688;K12530;K02650;K12296;K00371;K11636;K00370;K18940;K13598;K10914;K07776;K18866;K00374;K13490;K08372;K00990;K11382;K07768;K20489;K13533;K02259;K11602;K09477;K19621;K18351;K18321,K05877;K07688;K07683;K05876;K08475;K23236;K08476;K07796;K11614;K07686;K05966;K02658;K07781;K07690;K07703;K07786;K00424;K09476;K02402;K00405;K08478;K02490;K05339;K07810;K07639;K02403;K02488;K07679;K13491;K07637;K07643;K08350;K01545;K05875;K07676;K07702;K11616;K07771;K19641;K07700;K20482;K11525;K07701;K07782;K07689;K06080;K07660;K18324;K13041;K07772;K18326;K07711;K11615;K20339;K08348;K07792;K07641;K07648;K07675;K10001;K07647;K07678;K07687;K07673;K14987;K07803;K07674;K00404;K07715;K07640;K07800;K10003;K10002;K12295;K07661;K07663;K19611;K03776;K11712;K20485;K20340;K05874;K05964;K07677;K07784;K07795;K03532;K07714;K08349;K16692;K07806;K07708;K00066;K07709;K00247;K07165;K09475;K11692;K07645;K07811;K01113;K03533;K18323;K02657;K07773;K07650;K19079;K12292;K11690;K11103;K12294;K07783;K14979;K20973;K11233;K10943;K07672;K11357;K07798;K07787;K07705;K01547;K07644;K07777;K09474;K18352;K20486;K20976;K11626;K07696;K07717;K11601;K07685;K11354
ko00513,0.7286187773877364,1.1346438882070782,0.25,0.8238353342451412,52,2,K07151;K12373,K07151
ko03430,0.3796979203627746,1.132225905645607,0.375,0.8239552957062618,44,30,K02345;K10754;K10857;K01141;K10858;K02344;K07466;K02339;K03572;K03555;K07462;K10747;K07456;K03763;K08736;K02337;K03601;K03111;K02340;K03602;K03657;K02342;K01972;K02338;K02341;K06223;K02343;K03573;K08735;K08734,K02345;K10754;K10857;K01141;K10858;K02344;K07466;K02339
ko00983,-0.33711988526885767,-1.0125481763560789,0.5,0.8243505088699512,32,17,K03782;K00799;K00757;K00940;K03927;K00876;K01489;K01951;K00857;K00758;K00760;K01195;K01520;K00088;K01464;K01519;K01431,K01519;K01431
ko05418,-0.5849935265253273,-1.0219485537814066,0.6666666666666666,0.8244198169672163,99,7,K00799;K04079;K03671;K09487;K01940;K00355;K05692,K00355;K05692
ko01053,0.4508422791887921,1.1042870948610732,0.3333333333333333,0.8249594486360609,37,19,K01252;K04782;K02362;K04783;K02364;K00216;K02363;K04785;K02361;K04781;K04784;K04789;K12240;K04792;K04786;K02552;K04780;K04788;K12239,K01252;K04782;K02362;K04783;K02364;K00216;K02363;K04785;K02361;K04781;K04784;K04789
ko05143,-0.3892166356580111,-1.0087326468119169,0.3333333333333333,0.8291157342352985,41,3,K01392;K14475;K01354,K14475;K01354
ko04622,0.7855180216583051,1.1057038013053422,0.5,0.8291558784855427,53,2,K00863;K11594,K00863;K11594
ko04910,0.46297782965153356,1.1349042346072937,0.125,0.8294980604893982,88,9,K06276;K02991;K11262;K03841;K07192;K00688;K00844;K04345;K01596,K06276;K02991;K11262;K03841
ko04380,0.8804137039431161,1.1063613748286536,0.25,0.834494888474779,99,1,K14379,K14379
ko04072,0.6876212023270858,1.0910256410256405,0.5,0.8383194310768903,108,1,K00901,K00901
ko05207,0.7159677249105941,1.0832633438967199,0.375,0.8467558328631642,129,4,K00799;K04079;K09487;K04345,K00799
ko04140,0.7149055629129788,1.067629760049682,0.5,0.8536541546358679,110,3,K06276;K08852;K04345,K06276;K08852
ko04150,0.6791188563162195,1.0756034965626282,0.4,0.85821456352921,117,4,K06276;K02991;K02145;K02147,K06276;K02991
ko02040,0.38475766401619527,1.0682786498104104,0.42857142857142855,0.8583584715125755,55,47,K02399;K02425;K02402;K03516;K02403;K02423;K02391;K02393;K02386;K02395;K02394;K10943;K02557;K03092;K02411;K13820;K02422;K02415;K02396;K02406;K02556;K02397;K02420;K03086;K02398;K10941;K02407;K02412;K02401;K02388;K02410;K02416;K02392;K02387;K02414;K02400;K02417;K02405;K02409;K02389;K02419;K02390;K02408;K02421;K02413;K02418;K02424,K02399;K02425;K02402;K03516;K02403;K02423;K02391;K02393
ko05140,0.7204266321913391,1.0520105720218988,0.2,0.8592469449062327,59,1,K03231,K03231
ko04614,0.7828246115090198,1.07282996531963,0.4,0.860687168675619,22,2,K01392;K01322,K01392
ko04721,0.6067545384208475,1.068647642263896,0.3333333333333333,0.8631263602389685,55,3,K06027;K02145;K02147,K06027;K02145
ko05171,0.5690763566416301,1.0528767116023618,0.375,0.8638648272911987,220,12,K02924;K02984;K02987;K02991;K02885;K02877;K02995;K02930;K02883;K02866;K02977;K02927,K02924;K02984;K02987;K02991;K02885;K02877;K02995
ko04916,-0.7344861021331585,-0.9920548304011874,0.4,0.8652677916360969,67,1,K04345,K04345
ko04340,-0.7344861021331585,-0.9962298890885976,0.6,0.8660331810759,45,1,K04345,K04345
ko00480,0.42937502075857203,1.0543527416329026,0.4444444444444444,0.8690458099049357,56,23,K07232;K01460;K00799;K07751;K01920;K01581;K06048;K23124;K01469;K00432;K01270;K00797;K01255;K00036;K00383;K00031;K00681;K00033;K23123;K15428;K01256;K07160;K01919,K07232;K01460;K00799;K07751;K01920;K01581;K06048;K23124;K01469
ko04068,0.5576597672260418,1.0551059596662449,0.16666666666666666,0.8722727533479084,102,4,K06276;K03781;K04564;K01596,K06276
ko00400,0.3626325085899355,1.0418669722111018,0.3,0.8734080536496011,71,48,K13832;K05358;K06208;K14187;K13503;K01713;K05887;K13853;K13501;K11646;K00813;K16305;K16306;K04516;K01609;K00812;K00891;K06001;K04518;K01658;K13497;K00832;K03785;K06209;K01735;K03856;K01694;K01695;K01657;K00766;K00800;K00014;K01817;K01736;K01696;K00817;K14170;K13830;K11358;K03786;K04517;K00220;K13498;K01626;K01656;K17749;K13829;K04092,K13832;K05358;K06208;K14187;K13503;K01713
ko00984,-0.4172270870906232,-0.9877927697580857,0.3333333333333333,0.8767424798239178,15,5,K05898;K05296;K16051;K16050;K18687,K18687
ko00332,-0.6545983513819874,-0.9703701766525962,0.6,0.8824117921696792,19,2,K00147;K00931,K00147;K00931
ko00254,0.7621202327084688,1.0315282942224167,0.42857142857142855,0.8878770678578186,20,1,K11262,K11262
ko05168,-0.8096315449256598,-0.9709678669715879,0.6,0.8891477600488371,148,1,K03239,K03239
ko00365,-0.7241435035552658,-0.9713852156947756,0.6666666666666666,0.8948021897398273,8,1,K16874,K16874
ko05203,0.5809642984911874,1.0189233982430737,0.6,0.8959686163667597,174,4,K03124;K11594;K00873;K04345,K03124;K11594
ko04214,0.6579921707288662,1.023036841225983,0.25,0.8968120171077449,56,3,K17065;K05770;K03386,K17065
ko00592,-0.5861155917234253,-0.971720639627815,0.5,0.900544285007422,25,3,K01058;K00632;K07513,K00632;K07513
ko04742,-0.7344861021331585,-0.9740379022135137,0.5714285714285714,0.9027650403521642,41,1,K04345,K04345
ko04940,-0.682961571402726,-0.9745118178662998,0.5,0.9098734264966696,25,2,K04077;K01580,K01580
ko04341,-0.7344861021331585,-0.9118815456843625,0.8,0.9141599413059427,26,1,K04345,K04345
ko00966,-0.661063520284526,-0.9190165313366029,0.6666666666666666,0.9160465360025155,21,2,K01703;K00826,K01703;K00826
ko04270,-0.7344861021331585,-0.9125773030278691,0.8,0.9182271637278604,95,1,K04345,K04345
ko04713,-0.7344861021331585,-0.9582205980533399,0.6666666666666666,0.9186392246206124,79,1,K04345,K04345
ko04928,-0.7344861021331585,-0.9148550724637682,0.6666666666666666,0.9213083222621006,85,1,K04345,K04345
ko04216,-0.5932160176266384,-0.9233076249347864,0.6666666666666666,0.9222915138175594,33,2,K00657;K01897,K01897
ko04915,-0.5127988812762807,-0.9194465296370243,0.5714285714285714,0.9223208273449984,77,4,K04079;K09487;K03283;K04345,K03283;K04345
ko00980,-0.44276559409487276,-0.9209125343472132,0.6,0.9233688364915121,34,6,K00799;K00121;K15303;K00001;K13953;K00129,K13953;K00129
ko05214,0.7971881060116361,1.0025607674172832,0.6,0.9239492093469975,54,1,K08794,K08794
ko04914,-0.5483054900884954,-0.8885134881855942,0.8571428571428571,0.9254127510035469,64,2,K04079;K04345,K04345
